Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition
413,FINANCE,Finance Manager,Bachelor,25,1,3406.96,77,2023-08-23,Yes
473,engineering,Senior Engineer,Bachelor,36,16,8149.43,85,2008-09-08,No
186,Finance ,Finance Manager,Bachelor,36,3,5773.67,74,2021-05-03,No
969,Engineering,QA Engineer,bachelor,39,4,5032.3,65,2020-03-22,No
633,Engineering,QA Engineer,PhD,24,0,5383.96,82,2024-04-04,No
857,Sales ,Sales Manager,phd,33,-999,7391.16,90,2023-08-20,Yes
873,Sales,Account Rep,master,50,2,6077.39,81,2022-04-15,No
229,Engineering,Software Engineer,Bachelor,44,0,4159.57,68,2024-04-02,No
548,sales,Account Rep,bachelor,38,6,5109.09,84,2018-10-27,No
858,HR,HR Specialist,Master,22,1,4892.75,87,2023-10-15,No
368,Sales,Sales Executive,Bachelor,24,2,3762.47,67,2022-02-04,No
62,Engineeering,Software Engineer,High School,30,0,4075.45,64,2024-01-05,No
627,Finance ,Financial Analyst,Bachelor,30,2,3516.45,55,2022-02-07,No
597,Sales ,Sales Executive,Bachelor,40,3,4398.56,80,2021-05-20,Yes
508,Engineering,Software Engineer,High School,28,0,2870.52,73,2024-07-01,No
545,Engineering,QA Engineer,High School,42,8,5236.43,93,2016-01-17,No
596,sales,Account Rep,Master,21,1,4674.84,86,2023-12-05,No
748,Sales,Sales Manager,Bachelor's,53,3,6276.68,60,2021-10-22,No
455,Eng.,Software Engineer,High School,30,2,3422.45,62,2022-05-08,No
254,Sales,Account Rep,bachelor,30,0,4038.49,88,2024-10-22,No
138,SALES,Account Rep,Bachelor,37,1,3996.37,100,2023-03-07,No
515,sales,Sales Manager,Master,33,2,5358.85,86,2022-03-12,No
710,Sales,Sales Manager,Master,26,2,6275.68,57,2022-05-03,No
436,Sales,Sales Manager,HS,27,1,3741.84,60,2023-12-22,No
571,Sales,Sales Manager,High School,39,1,3279.81,76,2023-06-01,No
110,Engineering,QA Engineer,PhD,36,2,5586.4,91,2022-06-11,No
678,Engineering,QA Engineer,Bachelor,36,2,4568.84,86,2022-02-07,No
361,Marketing,Content Specialist,Master,30,3,4103.02,67,2021-10-26,Yes
337,Engineeering,Senior Engineer,high school,24,8,3413.12,75,2016-10-18,No
611,Engineering,QA Engineer,Bachelor,39,0,3465.32,69,2024-04-15,No
701,Sales,Sales Manager,PhD,28,1,5960.02,100,2023-05-20,No
320,Engineering,Senior Engineer,Master's,32,1,6245.42,83,2023-02-06,No
614,finance,Financial Analyst,Master,21,0,5447.04,72,2024-09-07,No
397,Sales ,Account Rep,high school,31,6,4812.62,74,2018-01-13,No
149,Sales ,Sales Executive,Ph.D.,39,0,5586.94,72,2024-03-05,No
794,Sales,Account Rep,master,21,0,4931.76,61,2024-08-04,No
685,Human Resources,HR Manager,High School,48,4,3361.45,64,2020-05-23,No
541,FINANCE,Finance Manager,Master,37,0,4800.51,83,2024-09-15,No
159,Sales ,Account Rep,Master,32,12,7662.64,83,2012-04-12,No
929,Human Resources,Recruiter,Bachelor,35,0,4076.77,83,2024-04-18,No
483,Sales,Sales Executive,HS,31,1,2168.56,85,2023-12-26,No
570,Engineering,QA Engineer,Bachelor,42,9,5940.08,82,2015-07-20,No
494,Sales,Sales Manager,Bachelor,29,2,5387.67,67,2022-04-04,No
24,finance,Financial Analyst,high school,25,3,3374.84,51,2021-08-13,No
690,HR,HR Manager,bachelor,41,1,3514.78,76,2023-05-12,No
129,FINANCE,Finance Manager,bachelor,34,0,3213.66,58,2024-05-19,No
862,FINANCE,Finance Manager,Bachelor,39,2,4344.47,75,2022-10-19,No
973,sales,Account Rep,Bachelor,32,8,5960.8,62,2016-08-02,No
325,Finance,Finance Manager,High School,35,3,3793.31,74,2021-01-20,No
903,Sales,Sales Executive,Bachelor,50,2,3795.12,81,2022-10-08,No
512,Engineering,Software Engineer,PhD,41,2,NA,69,2022-05-13,No
363,Finance,Finance Manager,Master,41,9,5415.39,76,2015-08-07,No
953,Finance,Finance Manager,Bachelor's,31,1,2807.93,82,2023-04-14,No
468,Engineeering,QA Engineer,Bachelor's,33,1,4754.32,83,2023-07-07,No
715,HR,HR Specialist,Master,26,0,5301.07,65,2024-03-03,No
847,Engineering,Senior Engineer,HS,47,7,4892.69,46,2017-05-05,Yes
759,Sales,Account Rep,Master,44,3,null,84,2021-08-22,No
831,HR,HR Manager,High School,41,2,3869.78,61,2022-05-04,No
680,Sales,Sales Executive,Bachelor,30,1,-999,56,2023-09-07,No
420,Engineering,Senior Engineer,PhD,30,3,6889.94,80,2021-11-17,No
527,sales,Account Rep,bachelor,26,6,5745.77,56,2018-01-14,No
610,SALES,Sales Manager,Bachelor,32,NA,5261.17,60,2023-03-08,No
250,Engineeering,Software Engineer,bachelor,34,7,6578.79,59,2017-10-04,No
380,engineering,QA Engineer,Master,41,2,3200.49,,2022-01-04,Yes
16,sales,Account Rep,Bachelor,29,0,3275.93,90,2024-01-11,No
160,Engineering,Software Engineer,bachelor,33,6,4621.28,76,2018-08-18,No
645,HR,HR Specialist,bachelor,43,1,5005.08,,2023-04-10,No
49,Sales,Account Rep,Master,35,3,5591.27,81,2021-02-20,No
990,Eng.,Software Engineer,PhD,45,9,7908.56,60,2015-04-12,No
700,Sales,Sales Manager,Bachelor,32,0,23594.67,69,2024-09-19,No
412,Sales ,Sales Manager,Bachelor,29,0,3934.17,56,2024-03-22,No
378,Engineeering,Senior Engineer,PhD,34,0,7893.31,79,2024-11-16,Yes
295,Marketing ,Marketing Analyst,master,25,0,4624.26,86,2024-12-16,No
568,engineering,QA Engineer,High School,26,8,5163.99,66,2016-04-08,No
128,Engineeering,Software Engineer,High School,30,0,3550.44,80,2024-03-06,No
298,HR,HR Specialist,PhD,35,6,8278.29,91,2018-11-18,Yes
997,Marketing,Content Specialist,Bachelor's,35,7,5706.21,65,2017-07-22,No
238,engineering,QA Engineer,Master's,35,1,5278.04,92,2023-02-26,Yes
168,Marketing,Marketing Manager,Bachelor,21,4,5639.91,65,2020-07-07,No
893,FINANCE,Financial Analyst,Master,26,2,3975.2,54,2022-09-24,No
447,HR,HR Manager,phd,35,1,6641.31,70,2023-08-09,No
81,Engineering,Senior Engineer,High School,51,1,3577.73,74,2023-10-13,No
876,Sales,Sales Executive,HS,33,1,3336.23,76,2023-03-23,No
942,engineering,Senior Engineer,Bachelor's,24,0,3940.74,58,2024-10-22,No
938,sales,Sales Executive,Master's,27,0,4791.36,60,2024-02-18,No
31,Sales ,Sales Manager,Bachelor,34,3,5065.93,83,2021-02-17,No
243,Finance,Accountant,PhD,37,1,6745.72,69,2023-04-24,No
672,HR,HR Manager,Master,36,1,5875.6,65,2023-10-02,No
741,engineering,QA Engineer,Bachelor,32,9,6951.11,86,2015-02-25,Yes
572,sales,Sales Executive,Bachelor,38,5,N/A,60,2019-10-01,No
776,Engineering,QA Engineer,Master's,37,2,5811.11,74,2022-06-27,No
579,Marketing,Content Specialist,Bachelor,48,1,-999,53,2023-08-07,Yes
706,Engineering,Senior Engineer,Bachelor,39,NA,6357.09,81,2019-06-27,No
28,Sales,Account Rep,Bachelor,37,0,,63,2024-10-01,Yes
578,FINANCE,Finance Manager,Bachelor,34,0,2961.82,56,2024-04-10,No
123,Engineering,Senior Engineer,High School,32,10,4646.16,72,2014-10-20,Yes
803,Marketing ,Marketing Analyst,Master,36,2,6011.52,62,2022-08-15,No
936,SALES,Sales Manager,master,35,2,3795.83,75,2022-02-19,No
921,SALES,Sales Executive,Bachelor,37,1,?,77,2023-09-25,No
724,MARKETING,Marketing Manager,Bachelor,29,0,3834.79,52,2024-01-04,No
564,H.R.,HR Specialist,high school,36,1,3343.42,,2023-08-06,No
509,Engineering,Senior Engineer,Bachelor's,46,3,5013.05,80,2021-10-07,No
659,SALES,Account Rep,Bachelor's,24,4,4962.91,98,2020-09-18,No
272,Marketing,Marketing Manager,master,37,2,-999,64,2022-06-11,No
348,sales,Sales Executive,High School,41,18,7438.15,66,2006-04-19,No
757,Marketing,Marketing Manager,Master,37,2,4729.84,59,2022-01-26,No
278,MARKETING,Content Specialist,Bachelor,34,1,2639.61,59,2023-04-15,No
895,Sales,Sales Executive,Master,45,0,3325.85,98,2024-09-06,No
908,Sales,Account Rep,Bachelor,34,9,5743.03,86,2015-09-02,No
432,HR,Recruiter,bachelor,30,3,3753.16,78,2021-05-08,No
692,Engineering,Software Engineer,High School,43,0,3412.68,77,2024-12-22,No
976,Marketing,Content Specialist,PhD,45,3,6135.33,67,2021-06-10,No
148,SALES,Sales Manager,Bachelor,35,2,4060.25,60,2022-02-04,No
300,Engineering,Senior Engineer,Bachelor,28,7,5985.46,87,2017-12-08,No
557,Engineering,QA Engineer,master,26,4,6540.66,67,2020-06-08,No
446,Engineering,Software Engineer,High School,37,1,3253.15,65,2023-04-22,No
878,finance,Finance Manager,Bachelor's,40,6,4105.08,83,2018-02-15,No
458,engineering,QA Engineer,HS,30,0,3437.75,73,2024-05-18,No
52,HR,Recruiter,Bachelor's,45,3,4970.49,65,2021-10-22,No
879,Human Resources,HR Specialist,Bachelor,48,6,5617.42,64,2018-05-08,No
519,Finance,Financial Analyst,Bachelor,38,0,3898.89,79,2024-04-16,No
23,Sales,Account Rep,Bachelor,23,7,4199.94,79,2017-11-10,No
319,sales,Sales Executive,Master's,22,5,5090.47,61,2019-03-11,No
675,HR,HR Specialist,high school,30,0,3288.58,70,2024-05-27,No
433,Engineering,Senior Engineer,Master,34,1,5632.4,67,2023-12-07,No
210,Engineering,Senior Engineer,Bachelor,34,2,4329.74,,2022-12-05,No
620,Eng.,Senior Engineer,Bachelor,40,1,4891.68,66,2023-10-25,No
143,Eng.,QA Engineer,Master,25,19,-999,72,2005-05-20,No
51,Finance,Financial Analyst,Bachelor,37,2,2969.67,50,2022-04-08,No
167,sales,Sales Manager,master,43,7,7320.31,74,2017-04-20,No
667,Engineering,Software Engineer,High School,31,0,2303.49,70,2024-02-19,No
319,sales,Sales Executive,Master's,22,5,5090.47,61,2019-03-11,No
82,hr,HR Manager,Master,32,3,5889.87,51,2021-10-12,No
849,Engineering,QA Engineer,Bachelor,33,2,3189.95,80,2022-08-02,No
322,Engineeering,QA Engineer,Ph.D.,32,2,6033.38,66,2022-08-12,No
933,SALES,Account Rep,Bachelor,25,4,4724.75,87,2020-02-13,No
965,sales,Account Rep,High School,51,4,2856.79,72,2020-03-27,No
887,Sales,Sales Executive,Bachelor,37,1,2940.24,53,2023-03-15,Yes
67,Engineering,QA Engineer,High School,33,5,5423.6,73,2019-08-20,No
335,Engineering,Senior Engineer,Bachelor,28,3,3907.03,66,2021-02-03,No
7,FINANCE,Finance Manager,master,41,0,5343.6,61,2024-08-12,No
143,Eng.,QA Engineer,Master,25,19,-999,72,2005-05-20,No
290,Engineering,Software Engineer,Bachelor,42,2,4310.07,82,2022-01-26,No
340,HR,Recruiter,Bachelor's,36,5,5191.5,59,2019-10-14,No
830,Engineering,Senior Engineer,Master's,26,10,6574.51,,2014-03-09,No
284,Sales,Account Rep,Bachelor,35,7,N/A,84,2017-09-08,No
501,SALES,Sales Executive,HS,29,1,3104.15,66,2023-10-02,Yes
665,SALES,Account Rep,Bachelor,38,5,6323.3,59,2019-10-16,No
65,finance,Financial Analyst,Master,36,1,4884.03,82,2023-03-06,No
694,SALES,Account Rep,Master,44,4,5414.36,68,2020-03-18,No
265,finance,Finance Manager,Bachelor's,33,4,4279.38,61,2020-05-02,No
450,HR,Recruiter,bachelor,47,1,3961.76,68,2023-07-26,No
581,sales,Sales Manager,Master,32,1,4404.87,83,2023-03-22,Yes
784,Sales ,Sales Manager,bachelor,36,1,3625.17,76,2023-01-13,No
21,Engineeering,QA Engineer,Bachelor,44,7,6525.71,71,2017-01-17,No
443,finance,Finance Manager,Master's,25,3,5721.8,65,2021-05-11,No
822,FINANCE,Financial Analyst,Master,40,1,5924.26,53,2023-08-01,No
747,Finance ,Finance Manager,Bachelor,48,1,3432.67,78,2023-01-12,Yes
297,Engineering,Software Engineer,Master,27,1,6210.77,80,2023-07-05,No
500,Sales ,Account Rep,Bachelor,24,6,5178.46,63,2018-04-05,No
573,Marketing,Marketing Manager,Master,28,0,6000.25,75,2024-08-09,No
262,engineering,QA Engineer,High School,38,11,6946.51,85,2013-07-19,No
805,engineering,QA Engineer,master,38,4,6145.43,82,2020-12-21,No
866,marketing,Marketing Manager,Bachelor,47,2,5009.33,94,2022-02-10,No
683,SALES,Sales Executive,bachelor,33,1,5192.02,74,2023-07-23,No
558,Engineering,Senior Engineer,High School,31,0,4139.57,71,2024-03-27,Yes
612,Engineering,QA Engineer,High School,34,3,3438.84,68,2021-04-01,No
622,Finance,Accountant,Master,38,?,6960.62,49,2015-03-20,No
