Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition
54,Finance,Accountant,Master,26,3.0,5569.77,75.0,2021-10-23,No
844,HR,Recruiter,Bachelor,21,5.0,5051.16,66.0,2019-10-21,No
351,Finance,Accountant,Bachelor,25,0.0,3603.93,80.0,2024-08-09,No
472,Sales,Sales Executive,Bachelor,44,1.0,4143.85,67.0,2023-04-02,Yes
532,Sales,Account Rep,PhD,52,2.0,7035.25,75.0,2022-08-09,No
644,Sales,Sales Executive,High School,36,16.0,6919.47,74.0,2008-06-14,No
404,Marketing,Marketing Manager,Master,27,0.0,4935.97,51.0,2024-02-22,Yes
907,Engineering,QA Engineer,High School,21,0.0,3354.65,73.0,2024-06-16,No
493,Finance,Finance Manager,Bachelor,39,4.0,4749.94,60.0,2020-06-04,No
376,HR,Recruiter,Bachelor,23,1.6,3106.69,69.0,2024-12-15,Yes
913,Marketing,Marketing Manager,Bachelor,21,4.0,4226.73,77.0,2020-09-04,No
511,Sales,Sales Executive,PhD,31,0.0,5156.98,67.0,2024-03-03,No
98,Finance,Financial Analyst,Bachelor,30,2.0,3410.34,63.0,2022-10-18,No
286,Marketing,Marketing Analyst,Bachelor,29,0.0,3085.05,54.0,2024-04-27,Yes
783,Sales,Sales Executive,Master,30,2.2,4728.2,83.0,2024-04-25,Yes
740,Finance,Finance Manager,Master,37,1.0,4004.03,71.0,2023-08-12,No
499,Engineering,Senior Engineer,High School,25,6.0,4743.11,80.0,2018-10-06,No
781,Finance,Finance Manager,Bachelor,21,2.0,4145.89,75.0,2022-06-19,No
18,Finance,Financial Analyst,Bachelor,34,7.0,5312.33,84.0,2017-04-11,No
197,Finance,Financial Analyst,Bachelor,25,2.0,4804.95,69.0,2022-06-12,No
27,Finance,Accountant,High School,51,5.0,4654.12,72.0,2019-01-24,No
729,HR,HR Manager,Master,30,2.0,4036.99,63.0,2022-08-27,No
744,Sales,Account Rep,PhD,33,2.6,5132.78,39.0,2024-10-16,No
345,Engineering,Software Engineer,Bachelor,39,0.0,2448.96,87.0,2024-04-20,No
703,Marketing,Content Specialist,Master,35,6.0,4741.72,65.0,2018-04-06,No
190,Sales,Sales Executive,Master,36,1.8,5909.95,95.0,2020-05-03,No
743,Engineering,QA Engineer,Bachelor,44,3.0,3017.63,79.6,2021-01-26,No
971,Engineering,Senior Engineer,Master,26,11.0,6364.49,71.0,2013-08-05,No
271,Sales,Sales Manager,High School,39,4.0,4892.35,76.0,2020-11-13,No
807,Marketing,Marketing Analyst,Master,28,0.0,5213.31,81.0,2024-02-13,No
813,Sales,Sales Manager,High School,36,1.0,3350.23,48.0,2023-10-25,Yes
779,HR,HR Manager,Bachelor,31,0.0,2858.12,88.0,2024-02-08,No
796,Sales,Account Rep,Master,40,4.0,6735.44,84.0,2020-02-14,No
352,HR,HR Manager,High School,33,7.0,4546.1,46.0,2017-08-09,No
386,Engineering,Software Engineer,Bachelor,26,1.0,3938.53,51.0,2023-11-06,Yes
753,Engineering,QA Engineer,Bachelor,42,0.0,4283.25,79.0,2024-03-04,No
792,Engineering,Software Engineer,High School,30,6.0,4985.44,93.0,2018-07-04,No
732,Engineering,Senior Engineer,Master,32,6.0,6008.74,61.0,2018-01-21,No
263,Marketing,Marketing Analyst,Bachelor,37,0.0,3775.87,76.0,2024-02-26,No
841,Engineering,QA Engineer,High School,33,0.0,2756.01,75.0,2024-08-01,No
75,Engineering,QA Engineer,High School,45,2.0,2103.84,86.0,2022-01-08,No
169,Engineering,Software Engineer,Bachelor,50,4.4,5670.02,64.0,2020-01-14,No
650,Marketing,Marketing Manager,Bachelor,32,5.0,5979.48,53.0,2019-08-09,No
563,Marketing,Marketing Analyst,Bachelor,44,0.0,4205.86,92.0,2024-02-16,No
660,Finance,Financial Analyst,Bachelor,35,16.0,7428.22,73.0,2008-07-27,No
730,Marketing,Marketing Analyst,Master,26,1.0,4293.99,71.0,2023-04-13,No
554,Finance,Accountant,Bachelor,36,5.0,4584.35,64.0,2019-09-07,No
307,Sales,Account Rep,Master,33,6.0,5149.56,59.0,2018-12-23,Yes
926,Engineering,Senior Engineer,Bachelor,38,4.0,4488.74,74.0,2020-04-27,No
962,Engineering,Software Engineer,Bachelor,30,1.0,4966.99,53.0,2023-05-06,No
758,Engineering,Senior Engineer,Bachelor,31,4.0,4593.37,85.0,2020-08-02,No
897,Engineering,QA Engineer,Bachelor,21,0.0,4477.65,61.0,2024-09-15,No
791,Finance,Finance Manager,Bachelor,52,5.0,7384.53,66.0,2014-08-02,No
642,Engineering,Software Engineer,Bachelor,28,7.0,6092.24,72.0,2017-04-26,Yes
503,Engineering,Senior Engineer,Master,30,4.0,4860.54,69.0,2020-03-26,No
309,Finance,Accountant,Bachelor,31,0.0,4045.58,92.0,2024-12-06,No
111,HR,HR Manager,Master,29,4.0,5114.43,68.0,2024-12-20,No
526,Sales,Sales Manager,Bachelor,30,0.0,4613.56,66.0,2024-01-05,No
870,Sales,Sales Manager,Master,37,0.0,3732.71,95.0,2024-08-09,Yes
58,HR,Recruiter,PhD,42,1.0,5640.02,66.0,2023-08-23,Yes
651,HR,Recruiter,Bachelor,32,2.0,3548.07,76.0,2022-01-02,No
7,Finance,Finance Manager,Master,41,0.0,5343.6,61.0,2024-08-12,No
139,HR,HR Manager,Bachelor,37,1.0,4781.47,74.0,2023-05-01,No
164,Engineering,Software Engineer,Bachelor,28,5.0,4399.43,74.0,2019-07-12,No
359,Finance,Finance Manager,Bachelor,33,0.0,3986.88,48.0,2024-01-17,No
839,Sales,Sales Manager,High School,38,0.0,3077.86,82.0,2024-11-11,No
44,Finance,Accountant,High School,23,2.0,2704.85,80.0,2022-03-06,Yes
616,Engineering,QA Engineer,Bachelor,33,8.0,7094.9,85.0,2016-03-03,No
64,Sales,Account Rep,Bachelor,37,1.0,5088.4,81.0,2023-08-14,No
592,HR,HR Manager,Bachelor,35,1.0,4195.57,80.0,2023-06-25,Yes
587,Marketing,Marketing Manager,Master,29,2.0,6011.45,67.0,2022-07-16,No
39,Engineering,Senior Engineer,High School,43,11.0,5338.26,63.0,2013-06-07,No
400,Engineering,QA Engineer,High School,40,5.0,5503.43,81.0,2019-06-13,No
787,Marketing,Marketing Analyst,Bachelor,24,3.0,4754.93,70.0,2021-11-18,No
889,Finance,Accountant,Master,55,4.0,5430.78,62.0,2020-10-08,No
984,Engineering,Software Engineer,Bachelor,33,3.0,5403.57,57.0,2021-07-13,Yes
205,Sales,Sales Manager,Master,38,3.0,6313.86,61.0,2021-05-21,No
421,Sales,Sales Manager,Bachelor,31,4.0,5376.78,67.0,2020-11-21,No
961,Marketing,Content Specialist,High School,41,3.0,2981.51,67.0,2021-01-06,No
863,Finance,Accountant,Master,41,2.0,4123.68,68.0,2022-03-04,Yes
285,Sales,Sales Manager,High School,40,13.0,4143.54,74.0,2011-02-13,Yes
453,HR,HR Specialist,PhD,39,0.0,4235.65,65.0,2024-01-18,No
789,Marketing,Marketing Manager,High School,33,10.0,5458.09,91.0,2014-09-06,No
497,Sales,Sales Manager,High School,32,3.0,4181.01,51.0,2021-01-26,No
419,Marketing,Content Specialist,Master,24,4.0,4836.05,60.0,2020-04-21,No
473,Engineering,Senior Engineer,Bachelor,36,16.0,8149.43,85.0,2008-09-08,No
186,Finance,Finance Manager,Bachelor,36,3.0,5773.67,74.0,2021-05-03,No
969,Engineering,QA Engineer,Bachelor,39,4.0,5032.3,65.0,2020-03-22,No
633,Engineering,QA Engineer,PhD,24,0.0,5383.96,82.0,2024-04-04,No
857,Sales,Sales Manager,PhD,33,7.0,7391.16,90.0,2023-08-20,Yes
873,Sales,Account Rep,Master,50,2.0,6077.39,81.0,2022-04-15,No
229,Engineering,Software Engineer,Bachelor,44,0.0,4159.57,68.0,2024-04-02,No
548,Sales,Account Rep,Bachelor,38,6.0,5109.09,84.0,2018-10-27,No
858,HR,HR Specialist,Master,22,1.0,4892.75,87.0,2023-10-15,No
368,Sales,Sales Executive,Bachelor,24,2.0,3762.47,67.0,2022-02-04,No
62,Engineering,Software Engineer,High School,30,0.0,4075.45,64.0,2024-01-05,No
627,Finance,Financial Analyst,Bachelor,30,2.0,3516.45,55.0,2022-02-07,No
597,Sales,Sales Executive,Bachelor,40,3.0,4398.56,80.0,2021-05-20,Yes
508,Engineering,Software Engineer,High School,28,0.0,2870.52,73.0,2024-07-01,No
545,Engineering,QA Engineer,High School,42,8.0,5236.43,93.0,2016-01-17,No
596,Sales,Account Rep,Master,21,1.0,4674.84,86.0,2023-12-05,No
748,Sales,Sales Manager,Bachelor,53,3.0,6276.68,60.0,2021-10-22,No
455,Engineering,Software Engineer,High School,30,2.0,3422.45,62.0,2022-05-08,No
254,Sales,Account Rep,Bachelor,30,0.0,4038.49,88.0,2024-10-22,No
138,Sales,Account Rep,Bachelor,37,1.0,3996.37,100.0,2023-03-07,No
515,Sales,Sales Manager,Master,33,2.0,5358.85,86.0,2022-03-12,No
710,Sales,Sales Manager,Master,26,2.0,6275.68,57.0,2022-05-03,No
436,Sales,Sales Manager,High School,27,1.0,3741.84,60.0,2023-12-22,No
571,Sales,Sales Manager,High School,39,1.0,3279.81,76.0,2023-06-01,No
110,Engineering,QA Engineer,PhD,36,2.0,5586.4,91.0,2022-06-11,No
678,Engineering,QA Engineer,Bachelor,36,2.0,4568.84,86.0,2022-02-07,No
361,Marketing,Content Specialist,Master,30,3.0,4103.02,67.0,2021-10-26,Yes
337,Engineering,Senior Engineer,High School,24,8.0,3413.12,75.0,2016-10-18,No
611,Engineering,QA Engineer,Bachelor,39,0.0,3465.32,69.0,2024-04-15,No
701,Sales,Sales Manager,PhD,28,1.0,5960.02,100.0,2023-05-20,No
320,Engineering,Senior Engineer,Master,32,1.0,6245.42,83.0,2023-02-06,No
614,Finance,Financial Analyst,Master,21,0.0,5447.04,72.0,2024-09-07,No
397,Sales,Account Rep,High School,31,6.0,4812.62,74.0,2018-01-13,No
149,Sales,Sales Executive,PhD,39,0.0,5586.94,72.0,2024-03-05,No
794,Sales,Account Rep,Master,21,0.0,4931.76,61.0,2024-08-04,No
685,HR,HR Manager,High School,48,4.0,3361.45,64.0,2020-05-23,No
541,Finance,Finance Manager,Master,37,0.0,4800.51,83.0,2024-09-15,No
159,Sales,Account Rep,Master,32,12.0,7662.64,83.0,2012-04-12,No
929,HR,Recruiter,Bachelor,35,0.0,4076.77,83.0,2024-04-18,No
483,Sales,Sales Executive,High School,31,1.0,2168.56,85.0,2023-12-26,No
570,Engineering,QA Engineer,Bachelor,42,9.0,5940.08,82.0,2015-07-20,No
494,Sales,Sales Manager,Bachelor,29,2.0,5387.67,67.0,2022-04-04,No
24,Finance,Financial Analyst,High School,25,3.0,3374.84,51.0,2021-08-13,No
690,HR,HR Manager,Bachelor,41,1.0,3514.78,76.0,2023-05-12,No
129,Finance,Finance Manager,Bachelor,34,0.0,3213.66,58.0,2024-05-19,No
862,Finance,Finance Manager,Bachelor,39,2.0,4344.47,75.0,2022-10-19,No
973,Sales,Account Rep,Bachelor,32,8.0,5960.8,62.0,2016-08-02,No
325,Finance,Finance Manager,High School,35,3.0,3793.31,74.0,2021-01-20,No
903,Sales,Sales Executive,Bachelor,50,2.0,3795.12,81.0,2022-10-08,No
512,Engineering,Software Engineer,PhD,41,2.0,3989.55,69.0,2022-05-13,No
363,Finance,Finance Manager,Master,41,9.0,5415.39,76.0,2015-08-07,No
953,Finance,Finance Manager,Bachelor,31,1.0,2807.93,82.0,2023-04-14,No
468,Engineering,QA Engineer,Bachelor,33,1.0,4754.32,83.0,2023-07-07,No
715,HR,HR Specialist,Master,26,0.0,5301.07,65.0,2024-03-03,No
847,Engineering,Senior Engineer,High School,47,7.0,4892.69,46.0,2017-05-05,Yes
759,Sales,Account Rep,Master,44,3.0,4213.75,84.0,2021-08-22,No
831,HR,HR Manager,High School,41,2.0,3869.78,61.0,2022-05-04,No
680,Sales,Sales Executive,Bachelor,30,1.0,4274.84,56.0,2023-09-07,No
420,Engineering,Senior Engineer,PhD,30,3.0,6889.94,80.0,2021-11-17,No
527,Sales,Account Rep,Bachelor,26,6.0,5745.77,56.0,2018-01-14,No
610,Sales,Sales Manager,Bachelor,32,3.8,5261.17,60.0,2023-03-08,No
250,Engineering,Software Engineer,Bachelor,34,7.0,6578.79,59.0,2017-10-04,No
380,Engineering,QA Engineer,Master,41,2.0,3200.49,72.2,2022-01-04,Yes
16,Sales,Account Rep,Bachelor,29,0.0,3275.93,90.0,2024-01-11,No
160,Engineering,Software Engineer,Bachelor,33,6.0,4621.28,76.0,2018-08-18,No
645,HR,HR Specialist,Bachelor,43,1.0,5005.08,61.8,2023-04-10,No
49,Sales,Account Rep,Master,35,3.0,5591.27,81.0,2021-02-20,No
990,Engineering,Software Engineer,PhD,45,9.0,7908.56,60.0,2015-04-12,No
412,Sales,Sales Manager,Bachelor,29,0.0,3934.17,56.0,2024-03-22,No
378,Engineering,Senior Engineer,PhD,34,0.0,7893.31,79.0,2024-11-16,Yes
295,Marketing,Marketing Analyst,Master,25,0.0,4624.26,86.0,2024-12-16,No
568,Engineering,QA Engineer,High School,26,8.0,5163.99,66.0,2016-04-08,No
128,Engineering,Software Engineer,High School,30,0.0,3550.44,80.0,2024-03-06,No
298,HR,HR Specialist,PhD,35,6.0,8278.29,91.0,2018-11-18,Yes
997,Marketing,Content Specialist,Bachelor,35,7.0,5706.21,65.0,2017-07-22,No
238,Engineering,QA Engineer,Master,35,1.0,5278.04,92.0,2023-02-26,Yes
168,Marketing,Marketing Manager,Bachelor,21,4.0,5639.91,65.0,2020-07-07,No
893,Finance,Financial Analyst,Master,26,2.0,3975.2,54.0,2022-09-24,No
447,HR,HR Manager,PhD,35,1.0,6641.31,70.0,2023-08-09,No
81,Engineering,Senior Engineer,High School,51,1.0,3577.73,74.0,2023-10-13,No
876,Sales,Sales Executive,High School,33,1.0,3336.23,76.0,2023-03-23,No
942,Engineering,Senior Engineer,Bachelor,24,0.0,3940.74,58.0,2024-10-22,No
938,Sales,Sales Executive,Master,27,0.0,4791.36,60.0,2024-02-18,No
31,Sales,Sales Manager,Bachelor,34,3.0,5065.93,83.0,2021-02-17,No
243,Finance,Accountant,PhD,37,1.0,6745.72,69.0,2023-04-24,No
672,HR,HR Manager,Master,36,1.0,5875.6,65.0,2023-10-02,No
741,Engineering,QA Engineer,Bachelor,32,9.0,6951.11,86.0,2015-02-25,Yes
572,Sales,Sales Executive,Bachelor,38,5.0,5179.94,60.0,2019-10-01,No
776,Engineering,QA Engineer,Master,37,2.0,5811.11,74.0,2022-06-27,No
579,Marketing,Content Specialist,Bachelor,48,1.0,4805.2,53.0,2023-08-07,Yes
706,Engineering,Senior Engineer,Bachelor,39,4.6,6357.09,81.0,2019-06-27,No
28,Sales,Account Rep,Bachelor,37,0.0,4318.51,63.0,2024-10-01,Yes
578,Finance,Finance Manager,Bachelor,34,0.0,2961.82,56.0,2024-04-10,No
123,Engineering,Senior Engineer,High School,32,10.0,4646.16,72.0,2014-10-20,Yes
803,Marketing,Marketing Analyst,Master,36,2.0,6011.52,62.0,2022-08-15,No
936,Sales,Sales Manager,Master,35,2.0,3795.83,75.0,2022-02-19,No
921,Sales,Sales Executive,Bachelor,37,1.0,3877.41,77.0,2023-09-25,No
724,Marketing,Marketing Manager,Bachelor,29,0.0,3834.79,52.0,2024-01-04,No
564,HR,HR Specialist,High School,36,1.0,3343.42,76.8,2023-08-06,No
509,Engineering,Senior Engineer,Bachelor,46,3.0,5013.05,80.0,2021-10-07,No
272,Marketing,Marketing Manager,Master,37,2.0,4374.9,64.0,2022-06-11,No
348,Sales,Sales Executive,High School,41,18.0,7438.15,66.0,2006-04-19,No
757,Marketing,Marketing Manager,Master,37,2.0,4729.84,59.0,2022-01-26,No
278,Marketing,Content Specialist,Bachelor,34,1.0,2639.61,59.0,2023-04-15,No
895,Sales,Sales Executive,Master,45,0.0,3325.85,98.0,2024-09-06,No
908,Sales,Account Rep,Bachelor,34,9.0,5743.03,86.0,2015-09-02,No
432,HR,Recruiter,Bachelor,30,3.0,3753.16,78.0,2021-05-08,No
692,Engineering,Software Engineer,High School,43,0.0,3412.68,77.0,2024-12-22,No
976,Marketing,Content Specialist,PhD,45,3.0,6135.33,67.0,2021-06-10,No
148,Sales,Sales Manager,Bachelor,35,2.0,4060.25,60.0,2022-02-04,No
300,Engineering,Senior Engineer,Bachelor,28,7.0,5985.46,87.0,2017-12-08,No
557,Engineering,QA Engineer,Master,26,4.0,6540.66,67.0,2020-06-08,No
446,Engineering,Software Engineer,High School,37,1.0,3253.15,65.0,2023-04-22,No
878,Finance,Finance Manager,Bachelor,40,6.0,4105.08,83.0,2018-02-15,No
458,Engineering,QA Engineer,High School,30,0.0,3437.75,73.0,2024-05-18,No
52,HR,Recruiter,Bachelor,45,3.0,4970.49,65.0,2021-10-22,No
879,HR,HR Specialist,Bachelor,48,6.0,5617.42,64.0,2018-05-08,No
519,Finance,Financial Analyst,Bachelor,38,0.0,3898.89,79.0,2024-04-16,No
23,Sales,Account Rep,Bachelor,23,7.0,4199.94,79.0,2017-11-10,No
319,Sales,Sales Executive,Master,22,5.0,5090.47,61.0,2019-03-11,No
675,HR,HR Specialist,High School,30,0.0,3288.58,70.0,2024-05-27,No
433,Engineering,Senior Engineer,Master,34,1.0,5632.4,67.0,2023-12-07,No
210,Engineering,Senior Engineer,Bachelor,34,2.0,4329.74,79.2,2022-12-05,No
620,Engineering,Senior Engineer,Bachelor,40,1.0,4891.68,66.0,2023-10-25,No
143,Engineering,QA Engineer,Master,25,19.0,4609.49,72.0,2005-05-20,No
51,Finance,Financial Analyst,Bachelor,37,2.0,2969.67,50.0,2022-04-08,No
167,Sales,Sales Manager,Master,43,7.0,7320.31,74.0,2017-04-20,No
667,Engineering,Software Engineer,High School,31,0.0,2303.49,70.0,2024-02-19,No
82,HR,HR Manager,Master,32,3.0,5889.87,51.0,2021-10-12,No
849,Engineering,QA Engineer,Bachelor,33,2.0,3189.95,80.0,2022-08-02,No
322,Engineering,QA Engineer,PhD,32,2.0,6033.38,66.0,2022-08-12,No
933,Sales,Account Rep,Bachelor,25,4.0,4724.75,87.0,2020-02-13,No
965,Sales,Account Rep,High School,51,4.0,2856.79,72.0,2020-03-27,No
887,Sales,Sales Executive,Bachelor,37,1.0,2940.24,53.0,2023-03-15,Yes
67,Engineering,QA Engineer,High School,33,5.0,5423.6,73.0,2019-08-20,No
335,Engineering,Senior Engineer,Bachelor,28,3.0,3907.03,66.0,2021-02-03,No
290,Engineering,Software Engineer,Bachelor,42,2.0,4310.07,82.0,2022-01-26,No
340,HR,Recruiter,Bachelor,36,5.0,5191.5,59.0,2019-10-14,No
830,Engineering,Senior Engineer,Master,26,10.0,6574.51,76.0,2014-03-09,No
501,Sales,Sales Executive,High School,29,1.0,3104.15,66.0,2023-10-02,Yes
665,Sales,Account Rep,Bachelor,38,5.0,6323.3,59.0,2019-10-16,No
65,Finance,Financial Analyst,Master,36,1.0,4884.03,82.0,2023-03-06,No
694,Sales,Account Rep,Master,44,4.0,5414.36,68.0,2020-03-18,No
265,Finance,Finance Manager,Bachelor,33,4.0,4279.38,61.0,2020-05-02,No
450,HR,Recruiter,Bachelor,47,1.0,3961.76,68.0,2023-07-26,No
581,Sales,Sales Manager,Master,32,1.0,4404.87,83.0,2023-03-22,Yes
784,Sales,Sales Manager,Bachelor,36,1.0,3625.17,76.0,2023-01-13,No
21,Engineering,QA Engineer,Bachelor,44,7.0,6525.71,71.0,2017-01-17,No
